restart,step,smiles,pIC50,QED,SA,MW,LogP,LogP_Penalty,Reward,EHOMO_ev,ELUMO_ev,gap_ev,esp_min,status,gap_score,esp_score,R_DFT,R0,R_total,rank_R0,rank_total,delta_rank,dft_effect,MW,LogP,HBD,HBA,RotBonds,TPSA,QED,Lipinski_Pass,Violations,hERG_Prob,hERG_Risk,R_ADMET,R_global,Active_Set
57,7,COc1cc(C=O)cc(Cc2cc(CCC3(O)CCCCC3)ccn2)c1,7.559000000000005,0.7607779766753308,2.6135710279251985,353.4620000000001,4.121300000000003,0.0,8.67803188554515,-10.0278,-8.074,1.9538,-0.515,xtb_success,0.3135122624503368,0.8083333333333333,0.4619585837152357,8.67803188554515,8.862815319031245,189,183,-6,neutral,353.46,4.12,1,4,7,59.42,0.761,True,0,0.5647452692867541,True,0.774,10.411,False
13,5,Cc1ccc(/C=C\c2nccnc2CS(=O)(=O)C(C)C)cc1C,7.526100000000005,0.8404160319000578,2.708058454292514,330.4530000000001,3.5870400000000027,0.0,8.675502170520783,-10.0174,-7.7592,2.2582,-0.653,xtb_success,0.3907515257569041,0.5783333333333334,0.4470260680298328,8.675502170520783,8.854312597732717,199,184,-15,neutral,330.45,3.59,0,4,5,59.92,0.84,True,0,0.46184799801869625,False,0.815,10.485,True
2,13,NC(=O)Cc1ccnc(Cc2ccc(-c3ccnc(C=O)c3)cc2)c1,7.571900000000004,0.7034471281026357,2.407120466945873,331.375,2.574700000000001,0.0,8.682911517356734,-10.1079,-8.4516,1.6563,-0.529,xtb_success,0.2472040398121437,0.785,0.4085428278685006,8.682911517356734,8.846328648504134,175,185,10,physically_filtered,331.38,2.57,1,4,6,85.94,0.703,True,0,0.29333333333333333,False,0.883,10.612,True
31,8,CC(C)(C)c1ccc(Cc2cc(-c3nc(CC[NH3+])cs3)ccn2)cc1,7.585000000000005,0.7574975784797066,2.806159145169058,352.527,3.8778000000000015,0.0,8.683132874722952,-7.1576,-5.7231,1.4345,-0.35,xtb_success,0.2041094761577019,0.8749999999999999,0.4053766333103913,8.683132874722952,8.845283528047108,174,186,12,physically_filtered,352.53,3.88,1,3,5,53.42,0.757,True,0,0.6033333333333334,True,0.759,10.363,False
91,7,COCc1cccc(Cc2ccc(C3CC[NH+](C)CC3)cc2)c1,7.590200000000007,0.8964253705821704,3.034484434282674,310.461,2.815900000000002,0.0,8.716930330480341,-5.3817,-5.0388,0.3429,-0.365,xtb_success,0.066465480836971,0.9125,0.3202758365858797,8.716930330480341,8.845040665114693,89,187,98,physically_filtered,310.46,2.82,1,1,5,13.67,0.896,True,0,0.7706139359698682,True,0.692,10.229,False
16,51,NC(=O)Cc1ccnc(-c2ccnc(-c3cc(C=O)ccn3)c2)c1,7.569400000000003,0.7258112388152876,2.517245513020118,318.336,2.0459,0.0,8.680027442213035,-10.143,-8.5653,1.5777,-0.528,xtb_success,0.2313052155256351,0.7866666666666666,0.3979136508679445,8.680027442213035,8.839192902560212,182,188,6,physically_filtered,318.34,2.05,1,5,5,98.83,0.726,True,0,0.42,False,0.832,10.503,True
77,49,NC(=O)Cc1ccnc(-c2cc(-c3cc(C=O)ccn3)ccn2)c1,7.575300000000004,0.7258112388152876,2.517245513020118,318.336,2.0459,0.0,8.685927442213037,-10.0875,-8.6349,1.4526,-0.528,xtb_success,0.2074207696998263,0.7866666666666666,0.3811945387898784,8.685927442213037,8.838405257728988,165,189,24,physically_filtered,318.34,2.05,1,5,5,98.83,0.726,True,0,0.42,False,0.832,10.502,True
31,7,C[C@H](CCC[NH3+])c1csc(Cc2ccc(C(C)(C)C)cc2)n1,7.596700000000004,0.8537175727170864,3.420107638698801,317.52200000000005,4.157000000000004,0.0,8.68032067949093,-6.9224,-5.6378,1.2846,-0.359,xtb_success,0.1780795986891412,0.8975,0.3939057190823988,8.68032067949093,8.837882967123889,181,190,9,physically_filtered,317.52,4.16,1,2,6,40.53,0.854,True,0,0.7366666666666667,True,0.705,10.249,False
6,1,CC[C@H]([NH3+])c1ccc(-c2cccc(C(=O)N3CCC[C@H](C)C3)c2)cc1,7.614000000000005,0.9029890042157136,3.164640145745147,337.487,3.918700000000003,0.0,8.749030487533346,-6.4805,-6.1884,0.2922,-0.65,xtb_success,0.0626355290604108,0.5833333333333334,0.2188448703422876,8.749030487533346,8.836568435670262,30,191,161,physically_filtered,337.49,3.92,1,1,4,47.95,0.903,True,0,0.6510368956743002,True,0.74,10.316,False
1,1,Cc1cccc(Cl)c1NC(=O)N1CCCN(CC2CC[NH+](C)CC2)CC1,7.585900000000006,0.8440010391576186,3.180956724390896,379.9560000000002,2.1127199999999995,0.0,8.689804847139726,-8.6445,-5.9731,2.6714,-0.99,xtb_success,0.5077341754672131,0.0166666666666666,0.3604139228270491,8.689804847139726,8.833970416270546,151,192,41,neutral,379.96,2.11,2,2,3,40.02,0.844,True,0,0.7733333333333333,True,0.691,10.215,False
88,7,COCc1ccc(Cc2ccc(OC)c(F)c2)cc1N1CC[NH+](C)CC1,7.59480000000001,0.8533610192498083,3.2027457056798765,359.4650000000002,1.9062,0.0,8.701205939056926,-5.5739,-5.3115,0.2624,-0.368,xtb_success,0.0604700716386709,0.92,0.3183290501470696,8.701205939056926,8.828537559115754,117,193,76,physically_filtered,359.47,1.91,1,3,6,26.14,0.853,True,0,0.7966666666666666,True,0.681,10.191,False
86,14,COCc1ccc(Cc2ccc(CCC3CC[NH+](OC)CC3)cc2)cc1,7.602500000000003,0.7865945438727302,3.031611675698477,354.5140000000001,3.2127000000000017,0.0,8.692636104366521,-5.3745,-4.9859,0.3885,-0.381,xtb_success,0.0700713317175079,0.9525,0.3347999322022555,8.692636104366521,8.826556077247423,138,194,56,physically_filtered,354.51,3.21,1,2,8,22.9,0.787,True,0,0.6749150897622513,True,0.73,10.287,False
36,5,COc1ccc(CCC(=O)c2ccccn2)cc1N1CCS(=O)(=O)CC1,7.561400000000008,0.7212626252875218,2.4341569322911027,374.4620000000002,2.1405000000000003,0.0,8.678615619414659,-9.8471,-8.0733,1.7738,-0.644,xtb_success,0.2722469269053728,0.5933333333333334,0.3685728488337609,8.678615619414659,8.826044758948163,186,195,9,physically_filtered,374.46,2.14,0,6,6,76.57,0.721,True,0,0.7666666666666667,True,0.693,10.213,False
46,3,COc1ccc(CC(=O)N(C)C2CC[NH+](c3ccccc3)CC2)cc1,7.557300000000009,0.9048884006939912,3.1977243130997195,339.45900000000006,2.0751,0.0,8.689971769037033,-6.6512,-5.8845,0.7667,-0.477,xtb_success,0.1064474746519527,0.8716666666666667,0.3360132322563669,8.689971769037033,8.824377061939579,149,196,47,physically_filtered,339.46,2.08,1,2,5,33.98,0.905,True,0,0.8133333333333334,True,0.675,10.174,False
84,5,COCc1ccc(Cc2ccc(C(=O)N3CCN([N+]4=CCCC4)CC3)cc2)cc1,7.630800000000005,0.7093646554495465,2.782292432833442,392.5230000000002,2.973700000000002,0.0,8.707253084441433,-7.1228,-6.6013,0.5215,-0.543,xtb_success,0.0815026062067233,0.7616666666666666,0.2855518243447063,8.707253084441433,8.821473814179315,106,197,91,physically_filtered,392.52,2.97,0,3,6,35.79,0.709,True,0,0.64,True,0.744,10.309,False
91,6,COCc1ccc(Cc2ccc(OC)cc2)c(C2CC[NH+](C)CC2)c1,7.572300000000009,0.8737970426966492,3.121505082330488,340.48700000000014,2.8245000000000013,0.0,8.697048013115285,-5.2098,-5.1321,0.0777,-0.35,xtb_success,0.0483818923021875,0.8749999999999999,0.2963673246115312,8.697048013115285,8.815594942959898,129,198,69,physically_filtered,340.49,2.82,1,2,6,22.9,0.874,True,0,0.7106139359698682,True,0.716,10.247,False
76,0,Cc1cccc(CN(c2ccc(F)c(F)c2)C2CN([NH+](C)C)C2)c1,7.561400000000007,0.8983354770767278,3.103171964829178,332.41800000000006,2.0235199999999995,0.0,8.700250542055453,-5.7886,-5.5718,0.2168,-0.325,xtb_success,0.0572759032706762,0.8125,0.2838431322894733,8.700250542055453,8.813787794971242,118,199,81,physically_filtered,332.42,2.02,1,2,5,10.92,0.898,True,0,0.7831228263854006,True,0.687,10.187,False
49,3,CCN(Cc1ccccc1)c1ncccc1-c1ccc(CC[NH3+])cc1,7.577100000000005,0.718790482880296,2.5552910675781177,332.4710000000001,3.5595000000000008,0.0,8.680966134682341,-6.0252,-5.8686,0.1566,-0.356,xtb_success,0.053273543268181,0.8899999999999999,0.3042914802877267,8.680966134682341,8.802682726797432,179,200,21,physically_filtered,332.47,3.56,1,2,7,43.77,0.719,True,0,0.7966666666666666,True,0.681,10.165,False
